,0
780,1130.7743069827034
781,1129.6537760409992
782,1127.982984368994
783,1120.2593246636768
784,1109.7143281229978
785,1109.7443423446507
786,1108.7238588084558
787,1117.2779119795002
788,1112.4256128122997
789,1112.505650736707
790,1111.6952667520818
791,1115.7571914157588
792,1124.1111497757847
793,1131.5646814862266
794,1135.006312235746
795,1148.7428210121716
796,1154.705646380525
797,1161.9090595771938
798,1172.1038901985905
799,1167.4817000640614
800,1154.5155563100573
801,1154.9757743754003
802,1151.7142289557974
803,1149.2730722613705
804,1150.5736885329916
805,1168.9824111467005
806,1166.2211027546443
807,1167.4016621396538
808,1166.521244971172
809,1161.4788557335041
810,1168.2720745675847
811,1166.1810837924406
812,1168.2920840486868
813,1166.151069570788
814,1183.019062139654
815,1200.327263292761
816,1217.5054028187058
817,1209.5516340807171
818,1212.8732079436259
819,1259.7154032030749
820,1270.8206652146057
821,1263.0269723254323
822,1283.9969085201792
823,1309.9892244714927
824,1342.444602818706
825,1318.383201793722
826,1324.0558896860985
827,1313.8910732863546
828,1298.393730172966
829,1276.3933057014733
830,1300.3746688020499
831,1305.8872808456117
832,1306.0173424727736
833,1325.3565059577193
